Time stamp,Active power consumed [W],Voltage AC [V_ac],Current AC [I_ac]
2022-05-11 17:11,2200,220,10
2022-05-11 17:11,2233.209198,220.2764249,10.13821247
2022-05-11 17:11,2266.469339,220.5526386,10.27631931
2022-05-11 17:11,2299.754741,220.8284299,10.41421497
2022-05-11 17:11,2333.03953,221.1035881,10.55179407
2022-05-11 17:11,2366.297657,221.3779029,10.68895145
2022-05-11 17:11,2399.502926,221.6511646,10.82558231
2022-05-11 17:11,2432.62901,221.9231644,10.9615822
2022-05-11 17:11,2465.649478,222.1936944,11.09684721
2022-05-11 17:11,2498.537818,222.4625479,11.23127395
2022-05-11 17:11,2531.267461,222.7295194,11.36475968
2022-05-11 17:11,2563.811803,222.9944048,11.49720239
2022-05-11 17:11,2596.144235,223.2570017,11.62850085
2022-05-11 17:11,2628.238165,223.5171095,11.75855473
2022-05-11 17:11,2660.067047,223.7745293,11.88726463
2022-05-11 17:11,2691.604403,224.0290644,12.01453218
2022-05-11 17:11,2722.823854,224.2805202,12.14026011
2022-05-11 17:11,2753.699147,224.5287047,12.26435235
2022-05-11 17:11,2784.204178,224.7734281,12.38671404
2022-05-11 17:11,2814.313026,225.0145034,12.50725168
2022-05-11 17:11,2843.999976,225.2517463,12.62587315
2022-05-11 17:11,2873.239546,225.4849756,12.74248778
2022-05-11 17:11,2902.006522,225.7140129,12.85700646
2022-05-11 17:11,2930.275978,225.9386833,12.96934166
2022-05-11 17:11,2958.023308,226.1588151,13.07940753
2022-05-11 17:11,2985.224255,226.3742399,13.18711995
2022-05-11 17:11,3011.854935,226.5847932,13.2923966
2022-05-11 17:11,3037.89187,226.7903141,13.39515703
2022-05-11 17:11,3063.312009,226.9906454,13.4953227
2022-05-11 17:11,3088.092762,227.1856341,13.59281705
2022-05-11 17:11,3112.212021,227.3751312,13.68756559
2022-05-11 17:11,3135.648191,227.5589918,13.77949588
2022-05-11 17:11,3158.380213,227.7370754,13.86853769
2022-05-11 17:11,3180.387593,227.9092459,13.95462295
2022-05-11 17:11,3201.650425,228.0753718,14.03768588
2022-05-11 17:11,3222.149414,228.235326,14.11766299
2022-05-11 17:11,3241.865904,228.3889863,14.19449316
2022-05-11 17:11,3260.7819,228.5362354,14.26811768
2022-05-11 17:11,3278.880087,228.6769605,14.33848027
2022-05-11 17:11,3296.143859,228.8110543,14.40552717
2022-05-11 17:11,3312.557334,228.9384142,14.46920712
2022-05-11 17:11,3328.105376,229.0589429,14.52947147
2022-05-11 17:11,3342.773618,229.1725483,14.58627415
2022-05-11 17:11,3356.548475,229.2791435,14.63957176
2022-05-11 17:11,3369.417165,229.3786471,14.68932356
2022-05-11 17:11,3381.367726,229.470983,14.73549152
2022-05-11 17:11,3392.38903,229.5560808,14.77804038
2022-05-11 17:11,3402.470798,229.6338752,14.81693759
2022-05-11 17:11,3411.603614,229.7043069,14.85215345
2022-05-11 17:11,3419.778937,229.7673221,14.88366103
2022-05-11 17:11,3426.989113,229.8228725,14.91143625
2022-05-11 17:11,3433.227385,229.8709158,14.9354579
2022-05-11 17:11,3438.487899,229.9114152,14.9557076
2022-05-11 17:11,3442.765719,229.9443398,14.97216988
2022-05-11 17:11,3446.056825,229.9696643,14.98483217
2022-05-11 17:11,3448.358123,229.9873696,14.99368478
2022-05-11 17:11,3449.667451,229.9974419,14.99872095
2022-05-11 17:11,3449.983577,229.9998737,14.99993683
2022-05-11 17:11,3449.306203,229.994663,14.9973315
2022-05-11 17:12,3447.635967,229.9818139,14.99090693
2022-05-11 17:12,3444.974439,229.9613361,14.98066805
2022-05-11 17:12,3441.324122,229.9332453,14.96662267
2022-05-11 17:12,3436.688445,229.8975631,14.94878153
2022-05-11 17:12,3431.071763,229.8543165,14.92715827
2022-05-11 17:12,3424.479347,229.8035388,14.90176942
2022-05-11 17:12,3416.917379,229.7452687,14.87263436
2022-05-11 17:12,3408.392944,229.6795508,14.83977538
2022-05-11 17:12,3398.91402,229.6064352,14.80321759
2022-05-11 17:12,3388.489467,229.5259778,14.76298892
2022-05-11 17:12,3377.129018,229.4382402,14.71912012
2022-05-11 17:12,3364.84326,229.3432894,14.67164471
2022-05-11 17:12,3351.643627,229.241198,14.62059899
2022-05-11 17:12,3337.542381,229.1320439,14.56602195
2022-05-11 17:12,3322.552599,229.0159106,14.50795532
2022-05-11 17:12,3306.68815,228.8928869,14.44644346
2022-05-11 17:12,3289.963686,228.7630668,14.3815334
2022-05-11 17:12,3272.394614,228.6265495,14.31327473
2022-05-11 17:12,3253.997083,228.4834393,14.24171963
2022-05-11 17:12,3234.787959,228.3338456,14.16692278
2022-05-11 17:12,3214.784806,228.1778827,14.08894135
2022-05-11 17:12,3194.005863,228.0156698,14.00783492
2022-05-11 17:12,3172.470022,227.847331,13.9236655
2022-05-11 17:12,3150.1968,227.6729948,13.8364974
2022-05-11 17:12,3127.206323,227.4927945,13.74639724
2022-05-11 17:12,3103.519292,227.3068678,13.65343389
2022-05-11 17:12,3079.156964,227.1153568,13.55767839
2022-05-11 17:12,3054.141123,226.9184078,13.45920391
2022-05-11 17:12,3028.494056,226.7161715,13.35808573
2022-05-11 17:12,3002.238524,226.5088023,13.25440113
2022-05-11 17:12,2975.397735,226.2964587,13.14822933
2022-05-11 17:12,2947.99532,226.079303,13.03965149
2022-05-11 17:12,2920.0553,225.8575012,12.92875058
2022-05-11 17:12,2891.602063,225.6312227,12.81561137
2022-05-11 17:12,2862.660335,225.4006406,12.70032032
2022-05-11 17:12,2833.255149,225.1659311,12.58296553
2022-05-11 17:12,2803.411822,224.9272734,12.46363671
2022-05-11 17:12,2773.15592,224.6848501,12.34242504
2022-05-11 17:12,2742.513239,224.4388463,12.21942317
2022-05-11 17:12,2711.509769,224.1894502,12.09472509
2022-05-11 17:12,2680.171671,223.9368522,11.96842612
2022-05-11 17:12,2648.525248,223.6812455,11.84062276
2022-05-11 17:12,2616.596917,223.4228254,11.71141271
2022-05-11 17:12,2584.413184,223.1617894,11.5808947
2022-05-11 17:12,2552.000616,222.898337,11.44916849
2022-05-11 17:12,2519.385813,222.6326695,11.31633474
2022-05-11 17:12,2486.595385,222.36499,11.18249499
2022-05-11 17:12,2453.655927,222.095503,11.0477515
2022-05-11 17:12,2420.593989,221.8244145,10.91220727
2022-05-11 17:12,2387.436057,221.5519318,10.77596588
2022-05-11 17:12,2354.208528,221.2782629,10.63913146
2022-05-11 17:12,2320.937682,221.0036171,10.50180857
2022-05-11 17:12,2287.649665,220.7282044,10.36410218
2022-05-11 17:12,2254.370464,220.4522351,10.22611753
2022-05-11 17:12,2221.125888,220.1759201,10.08796006
2022-05-11 17:12,2187.94154,219.8994707,9.949735364
2022-05-11 17:12,2154.842808,219.6230982,9.811549087
2022-05-11 17:12,2121.854836,219.3470137,9.673506833
2022-05-11 17:12,2089.002508,219.0714282,9.535714104
2022-05-11 17:12,2056.310432,218.7965524,9.398276206
2022-05-11 17:13,2023.802923,218.5225964,9.261298178
2022-05-11 17:13,1991.503983,218.2497694,9.124884705
2022-05-11 17:13,1959.437286,217.9782801,8.989140042
2022-05-11 17:13,1927.626166,217.7083359,8.854167933
2022-05-11 17:13,1896.093601,217.4401431,8.720071529
2022-05-11 17:13,1864.862198,217.1739066,8.586953316
2022-05-11 17:13,1833.954182,216.9098301,8.454915028
2022-05-11 17:13,1803.391384,216.6481152,8.324057577
